award_id,generated_internal_id,recipient_name,recipient_uei,award_amount,total_obligation,potential_total_value,start_date,end_date,award_type,awarding_agency,awarding_sub_agency,funding_agency,naics_code,naics_description,psc_code,psc_description,pop_state,pop_city,pop_country,number_of_offers,extent_competed,description
FA558723FG503,CONT_AWD_FA558723FG503_9700_GS07F5530P_4730,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,163668.96,163668.96,,2022-11-08,2022-11-08,DELIVERY ORDER,Department of Defense,Department of the Air Force,Department of Defense,315999,Other Apparel Accessories and Other Apparel Manufacturing,4210,FIRE FIGHTING EQUIPMENT,,,UNITED KINGDOM,3,A,SCBA
N0010422PJC15,CONT_AWD_N0010422PJC15_9700_-NONE-_-NONE-,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,142700.0,142700.0,,2022-07-01,2023-01-17,PURCHASE ORDER,Department of Defense,Department of the Navy,Department of Defense,334514,Totalizing Fluid Meter and Counting Device Manufacturing,6625,ELECTRICAL AND ELECTRONIC PROPERTIES MEASURING AND TESTING INSTRUMENTS,PA,CRANBERRY TOWNSHIP,UNITED STATES,1,G,DOOR DISPLAY MODULE
SPMYM225P1217,CONT_AWD_SPMYM225P1217_9700_-NONE-_-NONE-,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,142485.0,142485.0,,2025-04-17,2025-06-23,PURCHASE ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,339113,Surgical Appliance and Supplies Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,1,G,"INLET ASSEMBLY,ADV 4000,TWIN CARTRIDGE"
70Z04024F62108B00,CONT_AWD_70Z04024F62108B00_7008_70Z04019D61373B00_7008,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,137829.1,137829.1,,2024-02-13,2024-04-12,DELIVERY ORDER,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,339113,Surgical Appliance and Supplies Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,,G,1. VENDOR SHALL PROVIDE CYLINDER & VALVE ASSEMBLY.
SPE7MX22F671T,CONT_AWD_SPE7MX22F671T_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,133733.6,133733.6,,2022-08-31,2023-02-03,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,4940,MISCELLANEOUS MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,"8509356019!SERVICE KIT,REFRIGE"
70Z04021F64537B00,CONT_AWD_70Z04021F64537B00_7008_70Z04019D61373B00_7008,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,131522.7,131522.7,,2021-06-23,2021-06-23,DELIVERY ORDER,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,339113,Surgical Appliance and Supplies Manufacturing,5331,O-RING,PA,CRANBERRY TOWNSHIP,UNITED STATES,,G,1. THIS DELIVERY ORDER IS TO PURCHASE SELF CONTAINED BREATHING APPARATUS & RELATED PARTS.
N0010423FYY02,CONT_AWD_N0010423FYY02_9700_N0010423DYY01_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,130727.52,130727.52,,2023-07-27,2024-01-31,DELIVERY ORDER,Department of Defense,Department of the Navy,Department of Defense,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",6130,"CONVERTERS, ELECTRICAL, NONROTATING",PA,CRANBERRY TOWNSHIP,UNITED STATES,,C,POWER SUPPLY
N0010425FYY05,CONT_AWD_N0010425FYY05_9700_N0010423DYY01_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,124610.9,124610.9,,2025-03-25,2025-07-23,DELIVERY ORDER,Department of Defense,Department of the Navy,Department of Defense,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",6130,"CONVERTERS, ELECTRICAL, NONROTATING",PA,CRANBERRY TOWNSHIP,UNITED STATES,,C,POWER SUPPLY
N0010425FYY04,CONT_AWD_N0010425FYY04_9700_N0010423DYY01_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,124610.9,124610.9,,2025-03-18,2025-07-16,DELIVERY ORDER,Department of Defense,Department of the Navy,Department of Defense,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",6130,"CONVERTERS, ELECTRICAL, NONROTATING",PA,CRANBERRY TOWNSHIP,UNITED STATES,,C,POWER SUPPLY
N0010424FYY0C,CONT_AWD_N0010424FYY0C_9700_N0010423DYY01_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,124508.52,124508.52,,2024-09-11,2025-02-10,DELIVERY ORDER,Department of Defense,Department of the Navy,Department of Defense,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",6625,ELECTRICAL AND ELECTRONIC PROPERTIES MEASURING AND TESTING INSTRUMENTS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,C,DOOR DISPLAY MODULE
70Z04024F62135B00,CONT_AWD_70Z04024F62135B00_7008_70Z04019D61373B00_7008,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,121924.81,121924.81,,2024-10-01,2024-10-01,DELIVERY ORDER,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,339113,Surgical Appliance and Supplies Manufacturing,5965,"HEADSETS, HANDSETS, MICROPHONES AND SPEAKERS",PA,CRANBERRY TOWNSHIP,UNITED STATES,,G,ITEM NO. 1. CLR CMND FACEPIECE AMPLIFER CLIN 4057 ITEM NO. 2. POWER MODULE REPLACEMENT KIT CLIN 4023 ITEM NO. 3. SPEED ON HEAD HARNESS QPP-2 CLIN 4004 ITEM NO. 4. CONTROL MODULE KIT CLIN 4022 ITEM NO. 5. POWER MODULE BATTERY CAP CLIN 4064)
SPE7MX23F049Q,CONT_AWD_SPE7MX23F049Q_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,109301.5,109301.5,,2023-04-16,2023-09-15,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,4940,MISCELLANEOUS MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,"8509834280!SERVICE KIT,REFRIGE"
FA857125P0088,CONT_AWD_FA857125P0088_9700_-NONE-_-NONE-,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,106850.0,106850.0,,2025-05-26,2025-07-25,PURCHASE ORDER,Department of Defense,Department of the Air Force,Department of Defense,333912,Air and Gas Compressor Manufacturing,4310,COMPRESSORS AND VACUUM PUMPS,GA,WARNER ROBINS,UNITED STATES,1,G,HALON RECOVERY PUMPS AND REPLACEMENT PARTS
6973GH24F00895,CONT_AWD_6973GH24F00895_6920_47QSMS24D0018_4732,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,100751.0,100751.0,,2024-05-16,2024-07-12,DELIVERY ORDER,Department of Transportation,Federal Aviation Administration,Department of Transportation,339112,Surgical and Medical Instrument Manufacturing,5999,MISCELLANEOUS ELECTRICAL AND ELECTRONIC COMPONENTS,PA,CRANBERRY TOWNSHIP,UNITED STATES,3,A,DYNAGLIDE MATERIALS FOR NAVAIDS
FA558723FG502,CONT_AWD_FA558723FG502_9700_GS07F5530P_4730,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,99920.1,99920.1,,2022-10-17,2022-10-17,DELIVERY ORDER,Department of Defense,Department of the Air Force,Department of Defense,315999,Other Apparel Accessories and Other Apparel Manufacturing,4210,FIRE FIGHTING EQUIPMENT,,,UNITED KINGDOM,3,A,SCBA
1605C421F00028,CONT_AWD_1605C421F00028_1605_1605C420A0001_1605,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,99905.04,99905.04,,2021-08-19,2021-09-25,BPA CALL,Department of Labor,Office of the Assistant Secretary for Administration and Management,Department of Labor,315999,Other Apparel Accessories and Other Apparel Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,FL,OCALA,UNITED STATES,,A,DO AGAINST BPA FOR THE PURPOSE OF PURCHASING MSHA-APPROVED ALTAIR GAS MONITORS.
70Z04024F62125B00,CONT_AWD_70Z04024F62125B00_7008_70Z04019D61373B00_7008,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,99592.64,99592.64,,2024-05-31,2024-05-31,DELIVERY ORDER,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,339113,Surgical Appliance and Supplies Manufacturing,8120,COMMERCIAL AND INDUSTRIAL GAS CYLINDERS,PA,CRANBERRY TOWNSHIP,UNITED STATES,,G,"1. CONTRACTOR SHALL PROVIDE CYLINDER & VALVE ASSEMBLIES, 112 AY, CLIN 4070 PART NO. 10127945-SP."
1605C426P00008,CONT_AWD_1605C426P00008_1605_-NONE-_-NONE-,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,98724.78,98724.78,,2026-03-09,2026-06-07,PURCHASE ORDER,Department of Labor,Office of the Assistant Secretary for Administration and Management,Department of Labor,339112,Surgical and Medical Instrument Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,PA,CRANBERRY TOWNSHIP,UNITED STATES,4,F,ALTAIR GAS MONITORS FOR MSHA. THE MSA ALTAIR 4X GAS MONITOR MEASURES THESE GASES UNDERGROUND ENABLING PROMPT ACTIONS AND ENSURING THE MINE IS DEEMED SAFE TO WORK IN.
SPE7M122F088E,CONT_AWD_SPE7M122F088E_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,95487.75,95487.75,,2022-02-07,2022-07-08,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,4940,MISCELLANEOUS MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT,VA,STANARDSVILLE,UNITED STATES,,A,"8508854883!SERVICE KIT,REFRIGE"
N0016723P0067,CONT_AWD_N0016723P0067_9700_-NONE-_-NONE-,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,95128.0,95128.0,,2023-03-21,2023-08-22,PURCHASE ORDER,Department of Defense,Department of the Navy,Department of Defense,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,PA,CRANBERRY TOWNSHIP,UNITED STATES,1,C,MSA ULTIMA X5000 GAS MONITOR
N0010424FYY01,CONT_AWD_N0010424FYY01_9700_N0010423DYY01_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,93376.8,93376.8,,2023-11-29,2024-03-28,DELIVERY ORDER,Department of Defense,Department of the Navy,Department of Defense,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",6130,"CONVERTERS, ELECTRICAL, NONROTATING",PA,CRANBERRY TOWNSHIP,UNITED STATES,,C,POWER SUPPLY
70Z08525PLREP0078,CONT_AWD_70Z08525PLREP0078_7008_-NONE-_-NONE-,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,93353.0,93353.0,,2024-12-20,2024-12-27,PURCHASE ORDER,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,336611,Ship Building and Repairing,2090,MISCELLANEOUS SHIP AND MARINE EQUIPMENT,WA,SEATTLE,UNITED STATES,1,C,HEALY REFRIGERANT MONITORING SYSTEM PARTS
70Z04022F64948B00,CONT_AWD_70Z04022F64948B00_7008_70Z04019D61373B00_7008,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,85501.52,85501.52,,2022-07-26,2022-07-26,DELIVERY ORDER,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,339113,Surgical Appliance and Supplies Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,MD,CURTIS BAY,UNITED STATES,,G,1. CONTRACTOR SHALL PROVIDE CYLINDER & VALVE3 ASSEMBLY
FA557023F0014,CONT_AWD_FA557023F0014_9700_GS07F5530P_4730,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,83613.6,83613.6,,2023-02-14,2023-03-31,DELIVERY ORDER,Department of Defense,Department of the Air Force,Department of Defense,315999,Other Apparel Accessories and Other Apparel Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,,,UNITED KINGDOM,3,A,SCBA CYLINDERS IN SUPPORT OF 422 CES/CEF
70Z04020F61641B00,CONT_AWD_70Z04020F61641B00_7008_70Z04019D61373B00_7008,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,81331.77,81331.77,,2020-05-12,2020-07-15,DELIVERY ORDER,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,339113,Surgical Appliance and Supplies Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,,G,107 SCBA BOTTLES FOR VARIOUS CUTTERS
FA462623FG027,CONT_AWD_FA462623FG027_9700_GS07F5530P_4730,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,80826.48,80826.48,,2023-05-19,2023-05-19,DELIVERY ORDER,Department of Defense,Department of the Air Force,Department of Defense,315999,Other Apparel Accessories and Other Apparel Manufacturing,4210,FIRE FIGHTING EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,2,A,SCBA CYLINDERS
FA860124F0088,CONT_AWD_FA860124F0088_9700_47QSMS24D0018_4732,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,79975.56,79975.56,,2024-05-09,2024-06-06,DELIVERY ORDER,Department of Defense,Department of the Air Force,Department of Defense,339112,Surgical and Medical Instrument Manufacturing,4210,FIRE FIGHTING EQUIPMENT,OH,DAYTON,UNITED STATES,4,A,MSA FIRE HAWK 30-MINUTE SCBA BOTTLES
FA480922F0093,CONT_AWD_FA480922F0093_9700_GS07F5530P_4730,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,78508.65,78508.65,,2022-09-26,2022-11-30,DELIVERY ORDER,Department of Defense,Department of the Air Force,Department of Defense,315999,Other Apparel Accessories and Other Apparel Manufacturing,4210,FIRE FIGHTING EQUIPMENT,NC,GOLDSBORO,UNITED STATES,4,A,MSA BREATHING APPARATUSES
FA480022F0260,CONT_AWD_FA480022F0260_9700_GS07F5530P_4730,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,71371.5,71371.5,,2022-09-23,2023-01-24,DELIVERY ORDER,Department of Defense,Department of the Air Force,Department of Defense,315999,Other Apparel Accessories and Other Apparel Manufacturing,4210,FIRE FIGHTING EQUIPMENT,VA,LANGLEY AFB,UNITED STATES,3,A,"MSA SCBA CYLINDER, CARBON FIBER, GRAY,4500 PSI IAW STATEMENT OF REQUIREMENT (SOR).  QUANTITY:  50  UNIT OF ISSUES: EA"
SPE7L124F1286,CONT_AWD_SPE7L124F1286_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,70871.6,70871.6,,2023-11-17,2024-02-15,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,4940,MISCELLANEOUS MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,"8510272273!SERVICE KIT,REFRIGE"
N6449823P5139,CONT_AWD_N6449823P5139_9700_-NONE-_-NONE-,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,70247.07,70247.07,,2023-04-03,2023-12-31,PURCHASE ORDER,Department of Defense,Department of the Navy,Department of Defense,541330,Engineering Services,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,PA,PHILADELPHIA,UNITED STATES,1,C,REPLACE DEFECTIVE REFRIGERANT LEAK MONIT
70Z04020F61037B00,CONT_AWD_70Z04020F61037B00_7008_70Z04019D61373B00_7008,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,69930.12,69930.12,,2020-04-10,2020-07-01,DELIVERY ORDER,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,339113,Surgical Appliance and Supplies Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,,G,92 SCBA BOTTLES FOR VARIOUS CUTTERS.
FA500023FG014,CONT_AWD_FA500023FG014_9700_GS07F5530P_4730,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,69678.0,69678.0,,2023-03-27,2023-05-26,DELIVERY ORDER,Department of Defense,Department of the Air Force,Department of Defense,315999,Other Apparel Accessories and Other Apparel Manufacturing,4210,FIRE FIGHTING EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,3,A,"88 CUBIC FEET CYLINDER AND VALVE ASSEMBLY, MSA PRODUCT NUMBER 10127946-SP"
FA441923F0040,CONT_AWD_FA441923F0040_9700_GS07F5530P_4730,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,69678.0,69678.0,,2023-03-16,2023-07-10,DELIVERY ORDER,Department of Defense,Department of the Air Force,Department of Defense,315999,Other Apparel Accessories and Other Apparel Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,OK,ALTUS,UNITED STATES,1,A,SCBA BOTTLES
70Z04025F62238B00,CONT_AWD_70Z04025F62238B00_7008_70Z04024D62301B00_7008,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,66248.48,66248.48,,2025-10-01,2025-10-21,DELIVERY ORDER,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,339112,Surgical and Medical Instrument Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,,C,COMPLETE SELF-CONTAINED BREATHING APPARATUS (SCBA) ASSEMBLIES AND PARTS.
SPE7MX25F2274,CONT_AWD_SPE7MX25F2274_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,65148.0,65148.0,,2024-11-14,2025-02-12,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,4940,MISCELLANEOUS MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,"8511015967!SERVICE KIT,REFRIGE"
FA485522P0098,CONT_AWD_FA485522P0098_9700_-NONE-_-NONE-,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,62695.05,62695.05,,2022-09-30,2022-10-01,PURCHASE ORDER,Department of Defense,Department of the Air Force,Department of Defense,333912,Air and Gas Compressor Manufacturing,4210,FIRE FIGHTING EQUIPMENT,NM,CANNON AFB,UNITED STATES,3,F,SELF CONTAINED BREATHING APPARATUS CYLINDER TANKS
SPE7MX24F339P,CONT_AWD_SPE7MX24F339P_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,62433.5,62433.5,,2024-08-15,2024-11-14,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,4940,MISCELLANEOUS MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,"8510825833!SERVICE KIT,REFRIGE"
70Z04024F62134B00,CONT_AWD_70Z04024F62134B00_7008_70Z04019D61373B00_7008,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,62245.4,62245.4,,2024-06-13,2024-09-15,DELIVERY ORDER,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,339113,Surgical Appliance and Supplies Manufacturing,8120,COMMERCIAL AND INDUSTRIAL GAS CYLINDERS,MD,CURTIS BAY,UNITED STATES,,G,"1. CONTRACTOR SHALL PROVIDE CYLINDER & VALVE ASSEMBLY CLIN 4070, NSN 8120, P/N 10127945-SP."
N0016423PJ143,CONT_AWD_N0016423PJ143_9700_-NONE-_-NONE-,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,61240.0,61240.0,,2023-09-13,2024-05-15,PURCHASE ORDER,Department of Defense,Department of the Navy,Department of Defense,334516,Analytical Laboratory Instrument Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,PA,CRANBERRY TOWNSHIP,UNITED STATES,1,G,FLOW PANEL
SPE7MX23F4695,CONT_AWD_SPE7MX23F4695_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,60601.78,60601.78,,2022-12-20,2023-03-23,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,4940,MISCELLANEOUS MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,"8509601154!SERVICE KIT,REFRIGE"
70Z04024F62124B00,CONT_AWD_70Z04024F62124B00_7008_70Z04019D61373B00_7008,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,59909.26,59909.26,,2024-05-31,2024-05-31,DELIVERY ORDER,Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,339113,Surgical Appliance and Supplies Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,,G,1. CONTRACTOR SHALL PROVIDE VARIOUS CLIN'S ASSOCIATED WITH THIS CONTRACT.
SPE7L124F5084,CONT_AWD_SPE7L124F5084_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,58836.8,58836.8,,2024-03-14,2024-06-12,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,4940,MISCELLANEOUS MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT,PA,CRANBERRY TOWNSHIP,UNITED STATES,,A,"8510506709!SERVICE KIT,REFRIGE"
SPE7M121F511T,CONT_AWD_SPE7M121F511T_9700_SPE7MX21D0061_9700,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,58707.18,58707.18,,2021-08-24,2022-01-24,DELIVERY ORDER,Department of Defense,Defense Logistics Agency,Department of Defense,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,VA,STANARDSVILLE,UNITED STATES,,A,8508475898!CALIBRATION CHECK K
FA558724FG510,CONT_AWD_FA558724FG510_9700_47QSMS24D0018_4732,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,57851.33,57851.33,,2024-05-08,2024-09-30,DELIVERY ORDER,Department of Defense,Department of the Air Force,Department of Defense,339112,Surgical and Medical Instrument Manufacturing,6515,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",,,UNITED KINGDOM,3,A,OXYGEN CYLINDERS
FA460023F0038,CONT_AWD_FA460023F0038_9700_GS07F5530P_4730,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,56651.0,56651.0,,2023-04-27,2023-07-26,DELIVERY ORDER,Department of Defense,Department of the Air Force,Department of Defense,315999,Other Apparel Accessories and Other Apparel Manufacturing,4240,SAFETY AND RESCUE EQUIPMENT,NE,OFFUTT AFB,UNITED STATES,7,A,MSA G1 CYLINDER AND ADAPTERS
33321322P00466673,CONT_AWD_33321322P00466673_3300_-NONE-_-NONE-,"MSA SAFETY SALES, LLC",825079de-439e-5b6b-ffe2-da5678a23422-C,55739.0,55739.0,,2022-05-13,2022-11-21,PURCHASE ORDER,Smithsonian Institution,Smithsonian Institution,Smithsonian Institution,238210,Electrical Contractors and Other Wiring Installation Contractors,J059,MAINT/REPAIR/REBUILD OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,MD,SUITLAND,UNITED STATES,3,F,MSC -MSA MULTIGARD K06-2285755-20-002 REPLACEMENT
